,id,name,neighbourhood,suburb,state,postcode,latf,longf,tunnel,latL,longL,type,latM,longM,oneway,bridge,total_street_distance,nodes_number,number_of_segments,segment_distance,segment_nodes_number,places_cluster_number,places_cluster_lat,places_cluster_long,incidents_cluster_number,incidenst_cluster_latup,incidents_cluster_longup,icndienst_cluster_latdown,incidnets_cluster_longdown
81,540096422,طريق الحى الأيطالى,Degla palms,6th of October,Giza Governorate,12587,29.931358399999997,31.0459833,no,29.9330173,31.0444456,tertiary,29.9325239,31.044658000000002,yes,no,3377.7527843075777,32,4,708.7485127261842,9,34,29.932308766666665,31.047609725,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
82,100428162,شارع 32,Area 15,6th of October,Giza Governorate,1066047247,29.9529413,30.8864102,no,29.949067100000004,30.880466700000003,secondary,29.9511115,30.8836163,yes,no,3431.311119409022,41,4,983.2410128462407,7,48,29.96021444545455,30.87910931818182,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
83,100428162,شارع 32,Area 15,6th of October,Giza Governorate,1066047247,29.9435532,30.872028600000004,no,29.940835600000003,30.8676848,secondary,29.9417125,30.8691716,yes,no,3431.311119409022,41,4,716.7780878035225,10,48,29.96021444545455,30.87910931818182,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
84,99625955,شارع عثمان بن عفان,Block 7,6th of October,Giza Governorate,12568,29.988583399999996,30.9685459,no,29.982717200000003,30.9760484,tertiary,29.9853228,30.9726766,yes,no,3455.340378251361,70,4,999.1374651262416,18,50,29.980140144444448,30.98012143333333,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
85,99625955,شارع عثمان بن عفان,Block 7,6th of October,Giza Governorate,12568,29.976339199999998,30.9841851,no,29.973607399999995,30.986947999999998,tertiary,29.974983299999998,30.9859402,yes,no,3455.340378251361,70,4,492.94095951398737,13,55,29.972719118181814,30.99263530909091,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
86,75806681,شارع عثمان بن عفان,Block 5,6th of October,Giza Governorate,2500,29.9804137,30.9791757,no,29.986213,30.971801399999997,tertiary,29.983493699999997,30.9752575,yes,no,3453.396419955229,63,4,949.2393003969144,23,50,29.980140144444448,30.98012143333333,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
87,75806681,شارع عثمان بن عفان,Block 5,6th of October,Giza Governorate,2500,29.991591200000002,30.9648877,no,29.9947348,30.9609527,tertiary,29.99203,30.964311900000002,yes,no,3453.396419955229,63,4,538.7972254189772,9,1,29.99744419285714,30.965151128571428,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
88,680557390,طريق الواحات الجانبي,Social Housing 1,6th of October,Giza Governorate,12596,29.9369179,30.945181800000004,no,29.9281146,30.9416048,tertiary,29.932280699999996,30.9433391,yes,no,3662.163252061049,36,4,934.0462248795351,7,33,29.919633899999997,30.936635535294123,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
89,680557390,طريق الواحات الجانبي,Social Housing 1,6th of October,Giza Governorate,12596,29.9214751,30.938859899999997,no,29.9145975,30.935760700000003,tertiary,29.918280699999997,30.9375146,yes,no,3662.163252061049,36,4,979.1791963406044,11,33,29.919633899999997,30.936635535294123,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
90,75806639,محور 26 يوليو الجانبى,Block 7,6th of October,Giza Governorate,12568,29.992176500000003,30.9569652,no,29.997169899999996,30.964738899999997,secondary,29.994669000000002,30.960855300000002,yes,no,3920.7445129196058,60,5,985.6299290128708,15,1,29.99744419285714,30.965151128571428,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
91,75806639,محور 26 يوليو الجانبى,Block 7,6th of October,Giza Governorate,12568,30.0026326,30.9730469,no,30.007482300000003,30.980531899999995,secondary,30.006906800000003,30.9796206,yes,no,3920.7445129196058,60,5,991.0428879085953,10,15,30.007984285,30.989788315,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
92,693298567,طريق التحرير,Neighborhood 5,6th of October,Giza Governorate,12566,29.972165999999998,30.944475699999998,no,29.964930900000002,30.9504654,tertiary,29.9688808,30.947766700000003,yes,no,6257.818860903331,175,7,923.9534251182163,33,56,29.9741618,30.95051086666667,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
93,693298567,طريق التحرير,Neighborhood 5,6th of October,Giza Governorate,12566,29.959499199999996,30.9452804,no,29.9537703,30.9373511,tertiary,29.956316499999996,30.940366600000004,yes,no,6257.818860903331,175,7,992.7801306549733,25,46,29.948955142105266,30.94280275263158,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
94,693298567,طريق التحرير,Neighborhood 5,6th of October,Giza Governorate,12566,29.948187400000002,30.9278736,no,29.942899,30.9208744,tertiary,29.9452914,30.924523999999998,yes,no,6257.818860903331,175,7,990.257837857533,20,18,29.933942473684212,30.921166505263162,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
95,693298567,طريق التحرير,Neighborhood 5,6th of October,Giza Governorate,12566,29.948559999999997,30.9142292,no,29.9511589,30.912333299999997,tertiary,29.950752899999998,30.912484499999998,yes,no,6257.818860903331,175,7,419.84706678020365,9,4,29.953842514285718,30.907902064285718,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
96,264954525,طريق التحرير,District 10,6th of October,Giza Governorate,12591,29.977487699999998,30.934588899999998,no,29.9717989,30.9268409,tertiary,29.975063399999996,30.931830199999997,yes,no,5097.954082001793,153,6,963.9856823821938,27,39,29.968890307142853,30.925479942857145,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
97,264954525,طريق التحرير,District 10,6th of October,Giza Governorate,12591,29.966722100000002,30.9189752,no,29.9616783,30.9104191,tertiary,29.962457099999998,30.912436699999997,yes,no,5097.954082001793,153,6,991.2661135658743,16,4,29.953842514285718,30.907902064285718,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
98,264954525,طريق التحرير,District 10,6th of October,Giza Governorate,12591,29.955068199999996,30.9086381,no,29.953948699999998,30.909399699999998,tertiary,29.954594300000004,30.909027500000004,yes,no,5097.954082001793,153,6,176.24182009698777,9,4,29.953842514285718,30.907902064285718,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
99,556740986,طريق التحرير,Neighborhood 1,6th of October,Giza Governorate,-1,29.943287400000003,30.9186098,no,29.946855300000003,30.926028100000003,tertiary,29.943358500000002,30.921818199999997,yes,no,6298.2718040979635,163,7,983.0761203214903,23,18,29.933942473684212,30.921166505263162,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
100,556740986,طريق التحرير,Neighborhood 1,6th of October,Giza Governorate,-1,29.9516532,30.934321500000003,no,29.957862,30.942996100000002,tertiary,29.9543711,30.938190399999996,yes,no,6298.2718040979635,163,7,986.5798445854426,22,46,29.948955142105266,30.94280275263158,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
101,556740986,طريق التحرير,Neighborhood 1,6th of October,Giza Governorate,-1,29.9622139,30.9505878,no,29.970741200000003,30.946306300000003,tertiary,29.965415999999998,30.950174800000003,yes,no,6298.2718040979635,163,7,945.0047565823261,43,56,29.9741618,30.95051086666667,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
102,29079248,شارع احمد زويل,NoData,6th of October,Giza Governorate,2500,29.9565604,31.076490500000002,no,29.950250300000004,31.070143199999997,tertiary,29.954366399999998,31.076053499999997,yes,no,4152.407834166776,46,5,868.5784597381235,16,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
103,29079248,شارع احمد زويل,NoData,6th of October,Giza Governorate,2500,29.9452655,31.062445899999997,no,29.940135700000003,31.054557799999998,tertiary,29.944282399999995,31.060932899999997,yes,no,4152.407834166776,46,5,980.5541760432147,11,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
104,29079248,شارع احمد زويل,NoData,6th of October,Giza Governorate,2500,29.933451899999998,31.044235600000004,no,29.933348499999997,31.044063,tertiary,29.933451899999998,31.044235600000004,yes,no,4152.407834166776,46,5,476.247660359565,3,34,29.932308766666665,31.047609725,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
105,540096421,شارع احمد زويل,NoData,6th of October,Giza Governorate,-1,29.940381199999997,31.0552999,no,29.944124,31.061065999999997,tertiary,29.9421185,31.0578963,yes,no,4118.10362815755,48,5,989.2723618740947,8,34,29.932308766666665,31.047609725,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
106,540096421,شارع احمد زويل,NoData,6th of October,Giza Governorate,-1,29.948932300000003,31.068456,no,29.952948600000003,31.074676899999996,tertiary,29.9509266,31.071537,yes,no,4118.10362815755,48,5,973.9359437481967,8,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
107,682719774,طريق وصلة دهشور,Al Nasayem Compound,6th of October,Giza Governorate,31,29.9735223,31.004806300000002,no,29.982079499999998,31.0048135,primary,29.9788901,31.0063308,yes,no,4595.504634068906,58,5,950.942739535008,23,23,29.97058913333333,31.01156521666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
108,682719774,طريق وصلة دهشور,Al Nasayem Compound,6th of October,Giza Governorate,31,29.9899022,30.9980804,no,29.9934855,30.995005199999998,primary,29.991420299999998,30.996746299999998,yes,no,4595.504634068906,58,5,879.0082345964938,8,54,29.9927447,31.01179608666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
109,682719774,طريق وصلة دهشور,Al Nasayem Compound,6th of October,Giza Governorate,31,29.9997164,30.989676399999997,no,30.007849,30.9826994,primary,30.0013021,30.988271500000003,yes,no,4595.504634068906,58,5,606.6593166385019,13,15,30.007984285,30.989788315,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
110,544244982,NoData,NoData,6th of October,Giza Governorate,1066047247,29.969991200000003,30.8637859,no,29.9655578,30.8570833,tertiary,29.9683377,30.8612614,yes,no,4619.169902752517,44,6,769.5097462034367,5,14,29.95850384,30.8466832,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
111,544244982,NoData,NoData,6th of October,Giza Governorate,1066047247,29.9612165,30.8503745,no,29.956775,30.843593300000002,tertiary,29.959548600000005,30.8478236,yes,no,4619.169902752517,44,6,933.4219413500708,9,14,29.95850384,30.8466832,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
112,544244982,NoData,NoData,6th of October,Giza Governorate,1066047247,29.9511755,30.834959100000003,no,29.9506739,30.833971000000002,tertiary,29.9507293,30.8342391,yes,no,4619.169902752517,44,6,303.50512667476534,6,14,29.95850384,30.8466832,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
113,98601577,NoData,NoData,6th of October,Giza Governorate,-1,29.956010600000003,30.842608600000002,no,29.9611403,30.850386699999998,tertiary,29.958174,30.8459294,yes,no,4624.556562796924,43,6,850.5099436835585,16,14,29.95850384,30.8466832,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
114,98601577,NoData,NoData,6th of October,Giza Governorate,-1,29.9669252,30.859327,no,29.9711315,30.865696600000003,tertiary,29.9669252,30.859327,yes,no,4624.556562796924,43,6,652.465264089598,3,14,29.95850384,30.8466832,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
115,98601577,NoData,NoData,6th of October,Giza Governorate,-1,29.974012100000003,30.870112199999998,no,29.975492100000004,30.872367200000003,tertiary,29.9749984,30.871626300000003,yes,no,4624.556562796924,43,6,561.2996380142771,4,48,29.96021444545455,30.87910931818182,8,29.994341143478266,30.90159330869565,29.924341143478266,30.83159330869565
116,174540353,طريق المدينة التعليمية,Al Nasayem Compound,6th of October,Giza Governorate,31,29.9810937,31.016332799999997,no,29.9890858,31.0193276,tertiary,29.986332,31.018298600000005,yes,no,6355.908843750472,90,7,965.1104686949237,8,54,29.9927447,31.01179608666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
117,174540353,طريق المدينة التعليمية,Al Nasayem Compound,6th of October,Giza Governorate,31,29.9968243,31.0162668,no,30.002767300000002,31.010554499999998,tertiary,30.0021945,31.011625899999995,yes,no,6355.908843750472,90,7,993.1625372779108,16,54,29.9927447,31.01179608666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
118,174540353,طريق المدينة التعليمية,Al Nasayem Compound,6th of October,Giza Governorate,31,30.0043195,30.998323699999997,no,30.008456300000002,30.9939187,tertiary,30.004868800000004,30.9970667,yes,no,6355.908843750472,90,7,930.0161050024883,10,15,30.007984285,30.989788315,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
119,174480869,الطريق الدائري,Block 5,6th of October,Giza Governorate,2500,29.958637,31.0695136,no,29.966685899999998,31.0676837,motorway,29.9601167,31.0675201,yes,no,5321.471938689907,73,6,983.16389555391,25,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
120,174480869,الطريق الدائري,Block 5,6th of October,Giza Governorate,2500,29.9725599,31.0753588,no,29.981667699999996,31.080161699999998,motorway,29.972925800000002,31.0755587,yes,no,5321.471938689907,73,6,823.5377284880426,5,51,29.97306925,31.06988885,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
121,174480869,الطريق الدائري,Block 5,6th of October,Giza Governorate,2500,29.9875407,31.083237800000003,no,29.995334600000003,31.0873282,motorway,29.992030100000004,31.085600899999996,yes,no,5321.471938689907,73,6,715.4247864250656,6,9,30.002254533333332,31.09217391111111,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
122,544180841,NoData,NoData,6th of October,Giza Governorate,12564,30.010130800000002,30.9143458,no,30.016971299999998,30.924851399999998,tertiary,30.0138179,30.9200066,yes,no,5113.956580616416,40,6,915.4302481955851,5,20,30.017870892857147,30.930001942857146,9,30.074779335555554,30.99271797,30.004779335555554,30.92271797
123,544180841,NoData,NoData,6th of October,Giza Governorate,12564,30.021590000000003,30.931948499999997,no,30.026099199999997,30.9389787,tertiary,30.024435399999998,30.9363701,yes,no,5113.956580616416,40,6,895.3091381953475,6,20,30.017870892857147,30.930001942857146,9,30.074779335555554,30.99271797,30.004779335555554,30.92271797
124,544180841,NoData,NoData,6th of October,Giza Governorate,12564,30.031452500000004,30.947260600000003,no,30.035625300000003,30.9537924,tertiary,30.034236699999997,30.9516272,yes,no,5113.956580616416,40,6,957.4061840254072,6,24,30.0336332,30.957450599999998,9,30.074779335555554,30.99271797,30.004779335555554,30.92271797
125,394458637,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,31,29.962425500000002,31.004233000000003,no,29.950913,31.019194399999996,tertiary,29.958619,31.009169300000003,yes,no,5023.500359058111,35,6,687.7697268032947,6,23,29.97058913333333,31.01156521666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
126,394458637,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,31,29.9497452,31.0207627,no,29.9448085,31.0272173,tertiary,29.9486679,31.022214899999998,yes,no,5023.500359058111,35,6,913.2814888841252,13,10,29.96212932,31.03320874,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
127,394458637,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,31,29.9385636,31.035288,no,29.932892100000004,31.042688899999998,tertiary,29.9385636,31.035288,yes,no,5023.500359058111,35,6,943.17316568168,3,34,29.932308766666665,31.047609725,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
128,98525788,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,12578,29.9331205,31.043712699999997,no,29.938857799999997,31.0351446,tertiary,29.933085,31.042715,yes,no,5036.246136964674,36,6,564.3859546837042,12,34,29.932308766666665,31.047609725,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
129,98525788,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,12578,29.942761100000002,31.030119399999997,no,29.9479662,31.0233609,tertiary,29.9467609,31.0249266,yes,no,5036.246136964674,36,6,921.5691830695083,4,10,29.96212932,31.03320874,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
130,98525788,طريق الواحات البحرية - الجيزة,NoData,6th of October,Giza Governorate,12578,29.958434999999998,31.0097006,no,29.9587643,31.0092712,tertiary,29.9587643,31.0092712,yes,no,5036.246136964674,36,6,1239.6322463691488,2,23,29.97058913333333,31.01156521666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
131,692561744,شارع عبد السلام أمين,Neighborhood 1,6th of October,Giza Governorate,12596,29.977052500000003,30.951937100000006,no,29.969706800000004,30.9587265,tertiary,29.9749984,30.954180600000004,yes,no,8382.848699319014,203,9,971.2732598272032,25,56,29.9741618,30.95051086666667,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
132,692561744,شارع عبد السلام أمين,Neighborhood 1,6th of October,Giza Governorate,12596,29.9630335,30.964302399999998,no,29.959071899999998,30.9565812,tertiary,29.9611305,30.9635158,yes,no,8382.848699319014,203,9,958.360368872438,33,11,29.960845925,30.96342406875,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
133,692561744,شارع عبد السلام أمين,Neighborhood 1,6th of October,Giza Governorate,12596,29.9550713,30.9475412,no,29.9504218,30.9394657,tertiary,29.9539771,30.944057,yes,no,8382.848699319014,203,9,950.9192242892917,29,46,29.948955142105266,30.94280275263158,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
134,692561744,شارع عبد السلام أمين,Neighborhood 1,6th of October,Giza Governorate,12596,29.9453626,30.930767200000002,no,29.938129999999997,30.9281941,tertiary,29.940237,30.929379600000004,yes,no,8382.848699319014,203,9,976.834544673403,20,18,29.933942473684212,30.921166505263162,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
135,692561744,شارع عبد السلام أمين,Neighborhood 1,6th of October,Giza Governorate,12596,29.932856800000003,30.9200843,no,29.9298751,30.915510700000002,tertiary,29.931017399999998,30.9172587,yes,no,8382.848699319014,203,9,597.923714590607,11,18,29.933942473684212,30.921166505263162,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
136,704355216,شارع عبد السلام أمين,Family Housing 33 Acres,6th of October,Giza Governorate,12563,29.935721,30.9246304,no,29.942278499999997,30.9297885,tertiary,29.938245000000002,30.928474199999997,yes,no,8390.738503032444,185,9,866.1202751234747,15,18,29.933942473684212,30.921166505263162,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
137,704355216,شارع عبد السلام أمين,Family Housing 33 Acres,6th of October,Giza Governorate,12563,29.947187100000004,30.9346721,no,29.952513699999997,30.942842100000004,tertiary,29.949775399999996,30.938661800000002,yes,no,8390.738503032444,185,9,943.1059397943126,13,46,29.948955142105266,30.94280275263158,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
138,704355216,شارع عبد السلام أمين,Family Housing 33 Acres,6th of October,Giza Governorate,12563,29.956302100000002,30.9515923,no,29.958903000000003,30.960175,tertiary,29.9590028,30.956473600000002,yes,no,8390.738503032444,185,9,995.8287023522943,22,11,29.960845925,30.96342406875,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
139,704355216,شارع عبد السلام أمين,Family Housing 33 Acres,6th of October,Giza Governorate,12563,29.9666521,30.961499100000005,no,29.9730169,30.956015100000002,tertiary,29.969867800000003,30.958706899999996,yes,no,8390.738503032444,185,9,875.5532055246757,11,56,29.9741618,30.95051086666667,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
140,264966826,شارع جمال عبد الناصر,Neighborhood 2,6th of October,Giza Governorate,1066047247,29.966632500000003,30.9116061,no,29.972464600000002,30.9198685,secondary,29.9691158,30.9149031,yes,no,8357.511398760626,164,9,934.7096676851468,30,39,29.968890307142853,30.925479942857145,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
141,264966826,شارع جمال عبد الناصر,Neighborhood 2,6th of October,Giza Governorate,1066047247,29.9770261,30.9278167,no,29.982403299999998,30.932128100000003,secondary,29.979715399999996,30.9285418,yes,no,8357.511398760626,164,9,990.6052803923877,31,39,29.968890307142853,30.925479942857145,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
142,264966826,شارع جمال عبد الناصر,Neighborhood 2,6th of October,Giza Governorate,1066047247,29.987778499999997,30.9404027,no,29.9930365,30.948464899999998,secondary,29.9898591,30.943630199999998,yes,no,8357.511398760626,164,9,943.297254142272,18,22,29.991552075,30.945639291666666,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
143,264966826,شارع جمال عبد الناصر,Neighborhood 2,6th of October,Giza Governorate,1066047247,29.9986565,30.9569967,no,30.0035738,30.9644803,secondary,29.999730100000004,30.9585973,yes,no,8357.511398760626,164,9,962.3865136983084,9,1,29.99744419285714,30.965151128571428,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
144,264966826,شارع جمال عبد الناصر,Neighborhood 2,6th of October,Giza Governorate,1066047247,30.009470299999997,30.9735652,no,30.0116161,30.9789727,secondary,30.012005699999996,30.9777305,yes,no,8357.511398760626,164,9,836.6752518609143,16,49,30.02174892,30.97498262,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
145,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,29.9701974,30.9633156,no,29.976687199999997,30.9577061,trunk,29.971374400000002,30.9622875,yes,no,15326.063231188784,152,18,647.9896007568178,7,11,29.960845925,30.96342406875,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
146,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,29.982003600000002,30.9531386,no,29.988549100000004,30.952138399999995,trunk,29.984570299999998,30.951552600000003,yes,no,15326.063231188784,152,18,949.2367750717289,16,22,29.991552075,30.945639291666666,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
147,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,29.9953599,30.961605,no,29.9972928,30.9646438,trunk,29.9972928,30.9646438,yes,no,15326.063231188784,152,18,646.4784501780181,2,1,29.99744419285714,30.965151128571428,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
148,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.000820500000003,30.9699585,no,30.007162,30.979729,trunk,30.0015358,30.971062,yes,no,15326.063231188784,152,18,908.6114816088824,7,1,29.99744419285714,30.965151128571428,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
149,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.00863,30.9888619,no,30.011590500000004,30.9966272,trunk,30.0084658,30.990747,yes,no,15326.063231188784,152,18,738.7988515239073,15,15,30.007984285,30.989788315,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
150,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.0152846,31.002154600000004,no,30.0212353,31.011257899999997,trunk,30.0185734,31.0072085,yes,no,15326.063231188784,152,18,757.89093387387,4,47,30.020362753846154,31.00811661538461,5,30.072512082191786,31.071139368493146,30.00251208219178,31.001139368493146
151,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.024263,31.0159255,no,30.031503000000004,31.0269834,trunk,30.028006,31.0216326,yes,no,15326.063231188784,152,18,776.9025173963321,4,25,30.03217624615385,31.02781466923077,5,30.072512082191786,31.071139368493146,30.00251208219178,31.001139368493146
152,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.033774400000002,31.0304493,no,30.0373457,31.0359243,trunk,30.0365239,31.034695399999997,yes,no,15326.063231188784,152,18,928.9001689730864,4,25,30.03217624615385,31.02781466923077,5,30.072512082191786,31.071139368493146,30.00251208219178,31.001139368493146
153,682716425,محور 26 يوليو,Block 5,6th of October,Giza Governorate,2500,30.0425858,31.0454099,no,30.046364500000003,31.051821899999997,trunk,30.0441402,31.0477973,yes,no,15326.063231188784,152,18,942.52917842065,11,13,30.046059794736838,31.050356642105264,5,30.072512082191786,31.071139368493146,30.00251208219178,31.001139368493146
154,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9125836,30.9345408,no,29.921169300000003,30.939331899999996,trunk,29.9145216,30.936460600000004,yes,no,21281.63763099281,246,25,979.0415380116272,25,33,29.919633899999997,30.936635535294123,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
155,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.928953399999997,30.942601300000003,no,29.9342758,30.944850199999998,trunk,29.929105600000003,30.9426652,yes,no,21281.63763099281,246,25,824.6847120789946,5,33,29.919633899999997,30.936635535294123,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
156,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9414695,30.947871999999997,no,29.947944,30.9509593,trunk,29.945199199999998,30.949441200000003,yes,no,21281.63763099281,246,25,945.2852121714985,7,46,29.948955142105266,30.94280275263158,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
157,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9538923,30.957392600000002,no,29.9590164,30.9649913,trunk,29.957529200000003,30.962969,yes,no,21281.63763099281,246,25,938.1236555786434,10,11,29.960845925,30.96342406875,7,29.98610152566372,30.970154323008853,29.91610152566372,30.900154323008852
158,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9653478,30.9747049,no,29.967846,30.978507300000004,trunk,29.9653478,30.9747049,yes,no,21281.63763099281,246,25,985.0709457011978,3,11,29.960845925,30.96342406875,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
159,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.973447399999998,30.987088699999997,no,29.9757245,30.9941483,trunk,29.975353899999998,30.990954499999997,yes,no,21281.63763099281,246,25,972.271176463015,14,55,29.972719118181814,30.99263530909091,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
160,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9732488,31.0037761,no,29.9706372,31.012782899999998,trunk,29.9723543,31.006794300000003,yes,no,21281.63763099281,246,25,692.3244767960562,8,23,29.97058913333333,31.01156521666667,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
161,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.9678745,31.0224201,no,29.965424199999998,31.0308613,trunk,29.9675352,31.0235627,yes,no,21281.63763099281,246,25,688.3752491996473,5,10,29.96212932,31.03320874,1,30.02255279469027,31.02629266902655,29.952552794690266,30.956292669026553
162,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.963326199999997,31.0380641,no,29.961413399999998,31.044694500000002,trunk,29.9625613,31.0407369,yes,no,21281.63763099281,246,25,947.3699878086012,9,10,29.96212932,31.03320874,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
163,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.958752,31.0539529,no,29.9572092,31.0607152,trunk,29.9577728,31.0573553,yes,no,21281.63763099281,246,25,980.6444343035333,16,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
164,682684913,طريق الواحات,NoData,6th of October,Giza Governorate,2500,29.958308799999998,31.0710561,no,29.954843699999998,31.0802261,trunk,29.957392300000002,31.074481899999995,yes,no,21281.63763099281,246,25,965.0629116416188,13,12,29.95607937368421,31.065016821052627,0,29.99523311182796,31.101903079569894,29.92523311182796,31.031903079569894
